id,name,description,category,difficulty,region,lat,lon,duration,distance_km,base_visits,family_friendly,dog_friendly,accessible,has_water,price_type,season,duration_hours,official_url
lm-95e7997a,מרכז צפרות יער ראש ציפור,מרכז צפרות יער ראש ציפור — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,32.09451,34.80491,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-130,מרמות נפתלי לעין אווזים,"טיול בטבע פתוח בצפון הארץ, באורך של כ-5 ק""מ ברמת קושי קלה.",nature,easy,north,33.1455,35.5505,כ-2 שעות,5,2496,false,false,false,false,free,,,
tiuli-138,משכנות שאננים ושכונות ירושלים הראשונות,"מסלול טיול בטבע פתוח, בהרי ירושלים, באורך כ-3 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.7715,35.2239,כחצי שעה,3,2984,false,false,false,false,free,,,
tiuli-199,מתחם התחנה בתל אביב,"טיול באתר ארכיאולוגי במרכז הארץ, באורך של כ-1 ק""מ ברמת קושי קלה.",archaeology,easy,center,32.0594,34.7613,כחצי שעה,1,971,false,false,false,false,free,,,
lm-a3ccf81b,מתחם התחנה תל אביב,מתחם התחנה תל אביב — נקודת עניין / טיול באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.0566,34.7614,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
tiuli-11,מתל אכזיב לראש הנקרה,"יעד טיול באתר ארכיאולוגי בצפון הארץ — מסלול באורך כ-6 ק""מ, רמת קושי קלה.",archaeology,easy,north,33.0497,35.1032,כ-2 שעות,6,971,false,false,false,false,free,,,
neot-kedumim,נאות קדומים,"שמורת-נוף מיוחדת המשחזרת את נופי ארץ-ישראל בתקופת המקרא והמשנה, עם צמחייה, בעלי-חיים ומתקנים חקלאיים עתיקים המוזכרים במקורות היהודיים - שילוב של טבע ולימוד.",parks,easy,center,31.9475377,34.9731142,שעתיים-שלוש,3,90,true,false,true,false,paid,,2,
lm-1508c76b,נווה אילן הישנה ויער המכללות,נווה אילן הישנה ויער המכללות — יער / מסלול באזור מרכז / ירושלים והשפלה,heritage,easy,center,31.808850199764127,35.08226074809324,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-190,נווה צדק: סיור בפריז הקטנה,"טיול בטבע פתוח במרכז הארץ, באורך של כ-2 ק""מ ברמת קושי קלה.",nature,easy,center,32.0646,34.7649,כחצי שעה,2,422,false,false,false,false,free,,,
tiuli-300,נוף הגליל: שמורת האירוס הנצרתי,"מסלול טיול בשמורת טבע, בצפון הארץ, באורך כ-0.6 ק""מ ברמת קושי קלה.",reserves,easy,north,32.7158407,35.3387494,כחצי שעה,0.6,1398,false,false,false,false,free,,,
tiuli-103,נחל  פצאל ונחל רשאש,"טיול לאורך נחל ומקווי מים במרכז הארץ, באורך של כ-10 ק""מ ברמת קושי בינונית.",water,medium,center,32.0508,35.4021,כ-3 שעות,10,849,false,false,false,false,free,,,
nahal-avuv,נחל אבוב,"מסלול אתגרי בשמורת נחל אבוב במדבר יהודה, הכולל ירידה בעזרת יתדות ברזל לצד מפל סלע גבוה ובריכות מים עונתיות בקניון מפותל.",water,hard,deadsea,31.2321212,35.2380755,3 שעות,3,180,false,false,false,true,free,,3,https://www.parks.org.il/trip/abuv/
tiuli-10,נחל אביב ונחל דישון: מסלול בשניים מהנחלים היפים בארץ,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-4 ק""מ ברמת קושי קלה.",water,easy,north,33.0826,35.4604,כשעה,4,910,false,false,false,false,free,,,
tiuli-237,נחל אוג תחתון,"מסלול טיול לאורך נחל ומקווי מים, באזור ים המלח ומדבר יהודה, באורך כ-3 ק""מ ברמת קושי בינונית.",water,medium,deadsea,31.7869,35.4578,כחצי שעה,3,422,false,false,false,false,free,,,
tiuli-112,נחל אורן - ממחצבות קדומים לחניון האגם,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-2 ק""מ ברמת קושי קלה.",water,easy,north,32.7271,35.012,כחצי שעה,2,1398,false,false,false,false,free,,,
tiuli-33,נחל אל על,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-5 ק""מ ברמת קושי בינונית.",water,medium,north,32.80640782463393,35.7422787867059,כ-2 שעות,5,2313,false,false,false,false,free,,,
lm-7ad52c0b,נחל אל על,נחל אל על — נחל / מסלול באזור צפון / גולן וחרמון,water,easy,north,32.805,35.753,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
lm-3e115e02,נחל אלכסנדר,נחל אלכסנדר — מסלול הליכה באזור מרכז / ירושלים והשפלה,water,easy,center,32.39613330537673,34.865702390670776,,0,0,true,false,false,true,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-102,נחל אלכסנדר וגשר הצבים,"מסלול טיול לאורך נחל ומקווי מים, במרכז הארץ, באורך כ-3 ק""מ ברמת קושי קלה.",water,easy,center,32.3867,34.8916,כחצי שעה,3,788,false,false,false,false,free,,,
tiuli-210,נחל אשלים ונחל עזגד: מסע בין גבי מים,"מסלול טיול לאורך נחל ומקווי מים, באזור ים המלח ומדבר יהודה, באורך כ-3 ק""מ ברמת קושי בינונית.",water,medium,deadsea,31.0471,35.3761,כחצי שעה,3,1642,false,false,false,false,free,,,
tiuli-116,נחל ברק והר כיפה,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-4 ק""מ, רמת קושי בינונית.",water,medium,south,30.423,35.1517,כשעה,4,1642,false,false,false,false,free,,,
tiuli-114,נחל ג'ילבון,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-5 ק""מ ברמת קושי בינונית.",water,medium,north,33.044,35.6709,כ-2 שעות,5,1520,false,false,false,false,free,,,
tiuli-191,נחל גוב ומעלה עקרבים,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-8 ק""מ, רמת קושי בינונית.",water,medium,south,30.9183,35.1389,כ-3 שעות,8,483,false,false,false,false,free,,,
tiuli-92,נחל גוש חלב,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-5 ק""מ, רמת קושי קלה.",water,easy,north,33.0232,35.4476,כ-2 שעות,5,3045,false,false,false,false,free,,,
tiuli-127,נחל גשרון עליון,"טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",water,easy,south,29.5883,34.8791,כחצי שעה,3,2313,false,false,false,false,free,,,
nahaldavid,נחל דוד,"מסלול נחל עם בריכות טבעיות ומפל מים בלב שמורת עין גדי, אחד המסלולים המבוקשים במדבר יהודה.",water,medium,deadsea,31.463,35.385,2.5 שעות,3.2,19800,false,false,false,false,free,,,
lm-a2e04bd9,נחל דוד,נחל דוד — נחל / מסלול באזור מדבר יהודה / ים המלח ובקעת הירדן,water,easy,deadsea,31.47,35.39,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-125,נחל דולב ועין פירים,"יעד טיול לאורך נחל ומקווי מים בהרי ירושלים — מסלול באורך כ-9 ק""מ, רמת קושי בינונית.",water,medium,jerusalem,31.7363,35.0689,כ-3 שעות,9,2191,false,false,false,false,free,,,
tiuli-154,נחל דרגה - נחל מורבעת,"טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,deadsea,31.5913,35.3886,כחצי שעה,3,1093,false,false,false,false,free,,,
tiuli-23,נחל הבשור ופארק אשכול,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-14 ק""מ, רמת קושי קלה.",water,easy,south,31.3095,34.4929,כ-4 שעות,14,1703,false,false,false,false,free,,,
tiuli-38,"נחל הקיבוצים, הגלבוע ונחל יצפור","יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-5 ק""מ, רמת קושי בינונית.",water,medium,north,32.4859,35.4132,כ-2 שעות,5,2618,false,false,false,false,free,,,
tiuli-58,נחל השופט,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-1.6 ק""מ ברמת קושי קלה.",water,easy,north,32.6407,35.1135,כחצי שעה,1.6,971,false,false,false,false,free,,,
tiuli-337,נחל זוהר,"טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה, באורך של כ-4 ק""מ ברמת קושי קלה.",water,easy,deadsea,31.154395,35.357377,כשעה,4,788,false,false,false,false,free,,,
lm-1a47287a,נחל זוויתן,נחל זוויתן — נחל / מסלול באזור צפון / גולן וחרמון,water,easy,north,32.82,35.735,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
lm-5dd9dbda,נחל זנוח,נחל זנוח — נחל / מסלול באזור ירושלים / הרי יהודה והשפלה,water,easy,jerusalem,31.738547,35.004081,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-393,נחל חווארים עליון,"מסלול טיול לאורך נחל ומקווי מים, בנגב ובדרום הארץ, באורך כ-4 ק""מ ברמת קושי קלה.",water,easy,south,30.831278,34.741267,כשעה,4,1337,false,false,false,false,free,,,
tiuli-203,נחל חווארים: טיול לליל ירח מלא,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-4 ק""מ, רמת קושי קלה.",water,easy,south,30.8483,34.7536,כשעה,4,1215,false,false,false,false,free,,,
tiuli-136,"נחל חזורי, גובתה ומבצר נמרוד","טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-5 ק""מ ברמת קושי בינונית.",water,medium,north,33.2502,35.7298,כ-2 שעות,5,2862,false,false,false,false,free,,,
tiuli-328,נחל חימר,"טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,south,31.1475075439854,35.3697583230542,כחצי שעה,3,3106,false,false,false,false,free,,,
nahal-hemar,נחל חימר (הגרנד קניון של ישראל),"הקניון הארוך בישראל (כ-18 ק""מ), עם מעוק דרמטי, גבים לאחר שיטפונות ומפל מרשים - מסלול מדברי מאתגר ומתגמל.",water,hard,deadsea,31.149493,35.241663,6 שעות,18,42,false,false,false,true,free,winter,6,
tiuli-70,נחל חצץ ופריחת הנרקיסים,"טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ, באורך של כ-8 ק""מ ברמת קושי בינונית.",water,medium,south,30.8997,34.8283,כ-3 שעות,8,1703,false,false,false,false,free,,,
lm-4542ec27,נחל חרמון,נחל חרמון — נחל / מסלול באזור צפון / גולן וחרמון,water,easy,north,33.213157,35.629298,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
nahal-yavniel,נחל יבנאל,"מסלול מעיינות ופלגי מים בגליל התחתון, לצד המושבה יבנאל - הליכה נעימה ומוצלת לאורך זרימת מים קבועה, בין צמחייה ירוקה ובריכות שכשוך קטנות.",water,medium,north,32.759625,35.482433,3.5-3 שעות,6.5,85,true,false,false,true,free,,3.25,https://www.maslulim-israel.co.il/tracks/%d7%90%d7%9c-%d7%9e%d7%a2%d7%99%d7%99%d7%a0%d7%95%d7%aa-%d7%95%d7%a4%d7%9c%d7%92%d7%99-%d7%9e%d7%99%d7%9d-%d7%91%d7%a0%d7%97%d7%9c-%d7%99%d7%91%d7%a0%d7%90%d7%9c/
tiuli-151,נחל יגור,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-9 ק""מ ברמת קושי בינונית.",water,medium,north,32.746,35.0729,כ-3 שעות,9,910,false,false,false,false,free,,,
tiuli-85,נחל יהודיה,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,north,32.9416,35.7028,כחצי שעה,3,2618,false,false,false,false,free,,,
lm-815c21f4,נחל יהודיה,נחל יהודיה — נחל / מסלול באזור צפון / גולן וחרמון,water,easy,north,32.86,35.69,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-380,נחל יזרח - נחל רום,"יעד טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה — מסלול באורך כ-5 ק""מ, רמת קושי בינונית.",water,medium,deadsea,31.150160308874216,35.35398623299826,כ-2 שעות,5,544,false,false,false,false,free,,,
tiuli-309,נחל יחיעם,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-4.5 ק""מ ברמת קושי קלה.",water,easy,north,32.9946546,35.2215725999999,כ-1 שעות,4.5,1947,false,false,false,false,free,,,
tiuli-278,"נחל ימין ונחל חתירה – בעקבות סיירי הפלמ""ח","יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-9 ק""מ, רמת קושי בינונית.",water,medium,south,30.9544799,35.0770648,כ-3 שעות,9,2923,false,false,false,false,free,,,
nahal-yarmut,נחל ירמות (פארק האקליפטוס),"פארק-מעיינות עירוני נעים ליד בית שמש, עם ברכות-מים קטנות ועצי-איקליפטוס גבוהים - יעד משפחתי נגיש לביקור קצר.",water,easy,center,31.713927,34.977661,כחצי שעה,0.5,110,true,false,true,true,free,,0.5,
tiuli-8,נחל כזיב: מעין טמיר למצפור מונפורט,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-6 ק""מ, רמת קושי בינונית.",water,medium,north,33.0334,35.2386,כ-2 שעות,6,788,false,false,false,false,free,,,
lm-3764671b,נחל כסלון,נחל כסלון — נחל / מסלול באזור ירושלים / הרי יהודה והשפלה,water,easy,jerusalem,31.75977,34.990038,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-107,נחל כרמילה ונחל כסלון,"יעד טיול לאורך נחל ומקווי מים בהרי ירושלים — מסלול באורך כ-6 ק""מ, רמת קושי בינונית.",water,medium,jerusalem,31.7795,35.0138,כ-2 שעות,6,1093,false,false,false,false,free,,,
tiuli-168,נחל לוטם וגן החיות הלימודי בחיפה,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-3 ק""מ ברמת קושי קלה.",water,easy,north,32.8056,34.9874,כחצי שעה,3,1947,false,false,false,false,free,,,
tiuli-61,נחל מיצר,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-6 ק""מ ברמת קושי בינונית.",water,medium,north,32.7385402,35.6976133000001,כ-2 שעות,6,1154,false,false,false,false,free,,,
tiuli-332,נחל ממשית: מסלול מעגלי,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-2.5 ק""מ, רמת קושי קלה.",water,easy,south,31.02778892740655,35.064434054115466,כחצי שעה,2.5,483,false,false,false,false,free,,,
nahalmearot,נחל מערות,"מערות פרהיסטוריות בהן התגלו שרידי אדם קדום, אתר מורשת עולמית בלב רכס הכרמל.",archaeology,easy,north,32.6667,34.95,1.5 שעות,1.2,12300,false,false,false,false,free,,,
tiuli-177,נחל מערות: טיול אל מערות הכרמל,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-3 ק""מ ברמת קושי קלה.",water,easy,north,32.6711,34.9631,כחצי שעה,3,2496,false,false,false,false,free,,,
tiuli-128,נחל משמר,"יעד טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",water,medium,deadsea,31.3797,35.3837,כחצי שעה,3,2374,false,false,false,false,free,,,
tiuli-339,נחל סלעית ומצפה הדר,"מסלול טיול לאורך נחל ומקווי מים, במרכז הארץ, באורך כ-2.5 ק""מ ברמת קושי קלה.",water,easy,center,30.7172544,35.1878214,כחצי שעה,2.5,910,false,false,false,false,free,,,
lm-4326227e,נחל סנסן,נחל סנסן — נחל / מסלול באזור ירושלים / הרי יהודה והשפלה,water,easy,jerusalem,31.681607,34.994096,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-117,נחל סער ומפל סער,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-3 ק""מ ברמת קושי בינונית.",water,medium,north,33.2395,35.7025,כחצי שעה,3,1703,false,false,false,false,free,,,
tiuli-64,נחל ספונים,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-4 ק""מ ברמת קושי בינונית.",water,medium,north,32.7384,34.9661,כשעה,4,1337,false,false,false,false,free,,,
tiuli-152,נחל עורבים,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-6 ק""מ, רמת קושי בינונית.",water,medium,north,33.1424,35.6868,כ-2 שעות,6,971,false,false,false,false,free,,,
tiuli-148,נחל עיון ומפל התנור,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",water,easy,north,33.2808,35.5831,כחצי שעה,3,727,false,false,false,false,free,,,
nahal-eit,נחל עיט,"מסלול הרפתקני בערוץ נחל עיט הבלתי מסומן ברמת הגולן, המחבר בין ארבע בריכות מים עמוקות ומפלים נסתרים - מעבר לנקודת התצפית החורפית המוכרת על מפל עיט.",water,hard,north,32.955048,35.753767,3-2 שעות,2,60,false,false,false,true,free,,2.5,https://www.maslulim-israel.co.il/tracks/%d7%a0%d7%97%d7%9c-%d7%a2%d7%99%d7%98-%d7%9e%d7%a1%d7%9c%d7%95%d7%9c-%d7%9e%d7%99%d7%9d-%d7%a4%d7%a8%d7%90%d7%99-%d7%91%d7%99%d7%9f-%d7%9e%d7%a4%d7%9c%d7%99%d7%9d-%d7%95%d7%91%d7%a8%d7%99%d7%9b%d7%95/
nahalamud,נחל עמוד,"מסלול נחל היסטורי בין צוקי הגליל התחתון, נחשב לאחד ממסלולי הנחלים היפים בארץ.",nature,medium,north,32.8833,35.4667,4 שעות,6,7200,false,false,false,false,free,,,
tiuli-48,נחל עמוד עליון: מסלול מעגלי,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-5 ק""מ ברמת קושי בינונית.",water,medium,north,32.9734,35.4595,כ-2 שעות,5,361,false,false,false,false,free,,,
tiuli-212,נחל עקרבים,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",water,medium,south,30.9346,35.1516,כחצי שעה,3,1764,false,false,false,false,free,,,
lm-4e7ca704,נחל ערוגות,נחל ערוגות — נחל / מסלול באזור מדבר יהודה / ים המלח ובקעת הירדן,water,easy,deadsea,31.455,35.385,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-184,נחל פרס תחתון וגבי פרס,"טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה, באורך של כ-6 ק""מ ברמת קושי בינונית.",water,medium,deadsea,31.0012,35.2804,כ-2 שעות,6,2923,false,false,false,false,free,,,
tiuli-192,נחל פרצים והר סדום - טיול יום ולילה,"מסלול טיול לאורך נחל ומקווי מים, באזור ים המלח ומדבר יהודה, באורך כ-8 ק""מ ברמת קושי קלה.",water,easy,deadsea,31.1401,35.3762,כ-3 שעות,8,544,false,false,false,false,free,,,
tiuli-88,נחל צאלים וברכת צפירה,"טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,deadsea,31.307,35.2694,כחצי שעה,3,2801,false,false,false,false,free,,,
tiuli-312,נחל צביה,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-7.5 ק""מ ברמת קושי בינונית.",water,medium,north,32.453947,35.420072,כ-2 שעות,7.5,2130,false,false,false,false,free,,,
tiuli-66,נחל ציפורי,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-4 ק""מ ברמת קושי קלה.",water,easy,north,32.7643,35.1572,כשעה,4,1459,false,false,false,false,free,,,
tiuli-65,נחל צלמון,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",water,easy,north,32.9091,35.3732,כחצי שעה,2,1398,false,false,false,false,free,,,
tiuli-188,נחל קדש,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",water,medium,north,33.1285,35.552,כחצי שעה,3,300,false,false,false,false,free,,,
tiuli-59,נחל קטלב ומערת הנטיפים,"יעד טיול לאורך נחל ומקווי מים בהרי ירושלים — מסלול באורך כ-5 ק""מ, רמת קושי בינונית.",water,medium,jerusalem,31.7345,35.0721,כ-2 שעות,5,1032,false,false,false,false,free,,,
tiuli-131,נחל קינה,"יעד טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה — מסלול באורך כ-9.5 ק""מ, רמת קושי בינונית.",water,medium,deadsea,31.2287,35.1834,כ-3 שעות,9.5,2557,false,false,false,false,free,,,
tiuli-204,נחל קנה – בוסתנים ומעיינות בלב השומרון,"מסלול טיול לאורך נחל ומקווי מים, במרכז הארץ, באורך כ-5 ק""מ ברמת קושי בינונית.",water,medium,center,32.1731,35.1028,כ-2 שעות,5,1276,false,false,false,false,free,,,
tiuli-1394,נחל קרקש,"יעד טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",water,medium,south,30.854012817568123,34.77060813214029,כחצי שעה,3,2191,false,false,false,false,free,,,
tiuli-336,נחל רחף,"מסלול טיול לאורך נחל ומקווי מים, בנגב ובדרום הארץ, באורך כ-3 ק""מ ברמת קושי בינונית.",water,medium,south,31.281831,35.318172,כחצי שעה,3,727,false,false,false,false,free,,,
nahal-rahaf,נחל רחף,"קניון מדברי מרשים עם גבי-מים בעומקים שונים (בעונה הרטובה), מסלול-הליכה ארוך יחסית עם נופי-מדבר עוצרי-נשימה.",water,hard,deadsea,31.281831,35.318172,4 שעות,8,49,false,false,false,true,free,winter,4,
lm-972293fe,נחל רפאים,נחל רפאים — נחל / מסלול באזור ירושלים / הרי יהודה והשפלה,water,easy,jerusalem,31.758729,35.08799,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
nahal-refaim-ein-lavan,נחל רפאים ועין לבן,"פארק נחל אורבני ירוק במערב ירושלים, לאורך נחל רפאים ועד למעיין עין לבן, עם מורדות שמתמלאים בפריחת שקדיות לבנה וורודה בשיא החורף.",water,easy,jerusalem,31.7492799,35.1593708,עד 3 שעות,5,100,true,true,true,true,free,winter,3,https://www.maslulim-israel.co.il/tracks/%d7%a0%d7%97%d7%9c-%d7%a8%d7%a4%d7%90%d7%99%d7%9d-%d7%95%d7%a2%d7%99%d7%9f-%d7%9c%d7%91%d7%9f-%d7%9e%d7%a1%d7%9c%d7%95%d7%9c-%d7%90%d7%9c-%d7%a4%d7%a8%d7%99%d7%97%d7%aa-%d7%a9%d7%a7%d7%93%d7%99%d7%95/
lm-6f9f3c04,נחל שורק,נחל שורק — נחל / מסלול באזור ירושלים / הרי יהודה והשפלה,water,easy,jerusalem,31.941373,34.707306,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-149,נחל שיח,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",water,easy,north,32.7996,34.9822,כחצי שעה,2,788,false,false,false,false,free,,,
tiuli-187,נחל שניר (חצבני): מסלול בנחל חוצה גבולות,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-2 ק""מ ברמת קושי קלה.",water,easy,north,33.2317,35.6255,כחצי שעה,2,3106,false,false,false,false,free,,,
tiuli-69,נחל שרך ונחל בצת,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-5 ק""מ ברמת קושי בינונית.",water,medium,north,33.0666,35.2449,כ-2 שעות,5,1642,false,false,false,false,free,,,
tiuli-118,נחל תבור: מסלול מעגלי,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-8 ק""מ ברמת קושי בינונית.",water,medium,north,32.64142275110298,35.45134413757323,כ-3 שעות,8,1764,false,false,false,false,free,,,
tiuli-205,נחל תמר-צפית: אתגר בשטח בדרום ים המלח,"טיול לאורך נחל ומקווי מים באזור ים המלח ומדבר יהודה, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,deadsea,30.9852,35.3074,כחצי שעה,3,1337,false,false,false,false,free,,,
tiuli-71,ניצנה - העיר הנבטית והסביבה,"יעד טיול באתר ארכיאולוגי בנגב ובדרום הארץ — מסלול באורך כ-3 ק""מ, רמת קושי קלה.",archaeology,easy,south,30.8851,34.4197,כחצי שעה,3,1764,false,false,false,false,free,,,
lm-a0d4ffa4,נמל עכו,נמל עכו — נקודת עניין / טיול באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.9182,35.068,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-6688c8ce,נמל תל אביב,נמל תל אביב — נקודת עניין / טיול באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.0964,34.7734,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
tiuli-208,נצרת: טיול בפרח הגליל,"טיול בטבע פתוח בצפון הארץ, באורך של כ-2 ק""מ ברמת קושי קלה.",nature,easy,north,32.7007,35.2972,כחצי שעה,2,1520,false,false,false,false,free,,,
tiuli-146,סיור ברובע היהודי,"יעד טיול בטבע פתוח בהרי ירושלים — מסלול באורך כ-3 ק""מ, רמת קושי קלה.",nature,easy,jerusalem,31.7765,35.2273,כחצי שעה,3,605,false,false,false,false,free,,,
tiuli-77,סיור ברמלה: מסלול שיראה לכם את העיר ההיסטורית,"יעד טיול בטבע פתוח במרכז הארץ — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",nature,easy,center,31.9279,34.8652,כחצי שעה,2,2130,false,false,false,false,free,,,
tiuli-142,סיור בשכונות טלביה וקטמון,"טיול בטבע פתוח בהרי ירושלים, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.771,35.2161,כחצי שעה,3,361,false,false,false,false,free,,,
avdat,עבדת,"עיר נבטית עתיקה על דרך הבשמים, אתר מורשת עולמית במדבר הנגב מתקופת שיירות התבלינים.",archaeology,easy,south,30.7886,34.7719,1.5 שעות,1.3,6900,false,false,false,false,free,,,
einot-aner,עיינות ענר (גן הנערים),"אתר מעיינות שלֵו בגוש עציון, עם בריכות-מים ופינות-צל בין הגבעות - יעד טיול משפחתי מוכר באזור.",water,easy,jerusalem,31.9555728,35.1075443,שעה,1,29,true,false,false,true,free,,1,
lm-ed595a87,עין אורה,עין אורה — מעיין / מקור מים באזור ירושלים / הרי יהודה והשפלה,water,easy,jerusalem,31.7409583333,35.1469833333,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
ein-orcha-jauhadar,עין אורחה (ג'וחדר),"בריכה משופצת ומוצלת ברמת הגולן, ניזונה ממימי מעיין הזורמים למרגלות תל ג'וחדר - לצדה שרידי חאן מהמאה ה-14 ושרידי ביצורים צלבניים וממלוכיים, שילוב של רחצה והיסטוריה.",water,easy,north,32.9319,35.854,כחצי שעה - שעה,0.5,70,true,false,false,true,free,,0.75,
ein-oren-hazin,עין אורן (עין חזין),"מעיין קטן ומטופח בצפון עמק יזרעאל, סמוך לרמת ישי - בריכת-מים נעימה בשטח פתוח ושליו.",water,easy,north,32.7163745,35.1608064,כחצי שעה,0.5,13,true,false,false,true,free,,0.5,
